@relation InitialSetByLHS

@attribute executorTerminationTimeoutMillis numeric
@attribute maxConnections numeric
@attribute maxKeepAliveRequests numeric
@attribute connectionTimeout numeric
@attribute acceptorThreadCount numeric
@attribute minSpareThreads numeric
@attribute asyncTimeout numeric
@attribute socketBuffer numeric
@attribute maxThreads numeric
@attribute acceptCount numeric
@attribute processorCache numeric
@attribute keepAliveTimeout numeric
@attribute performance numeric

@data
147398,2595,4749,331,7.402752,2143,149468,42602,8756,5157,6950,198874,1000
151357,13781,19032,211323,2.341886,6411,55325,25165,14226,2958,5511,276082,1000
155272,24614,6793,287254,19.796399,9191,143090,92377,16527,7098,9128,168230,1000
157315,16274,15746,290336,20.86224,5795,74253,794,9560,949,2097,73310,1000
160680,14633,10118,57230,8.416195,9408,274128,17000,12176,8619,3048,1761,1000
163202,9498,12084,277165,7.699345,5902,114508,15430,9085,6827,832,94456,1000
166183,5946,14511,263702,7.652248,9746,207399,14178,19057,8778,5779,77375,1000
169090,21365,18017,274112,16.808901,1284,63062,71199,16794,778,3714,152985,1000
171314,26494,9947,179530,5.719915,4695,278855,79746,10509,836,449,196903,1000
175667,14110,17916,79796,3.481535,2030,68287,23742,13178,8284,7848,268650,1000
179630,745,15381,132308,23.876162,1636,162332,72648,3497,6614,1638,261148,1000
182682,3866,2103,171368,6.021841,3665,81780,51813,12261,2278,5150,3186,1000
184160,16763,12355,41172,23.362846,4326,172580,28984,19754,9574,1235,131219,1000
188246,13125,13375,245070,15.640914,110,175589,78595,2221,6963,3280,250757,1000
190615,27759,8670,191745,1.556962,8673,154705,58925,18124,661,8455,144057,1000
193211,10666,15857,247675,19.236196,2595,219725,27918,14195,1620,8641,123997,1000
197418,1481,19618,207655,13.035398,467,230783,11533,1064,7675,7126,120860,1000
200567,18791,2793,30125,17.839895,6163,271332,38134,18576,7414,6048,297155,1000
202401,20072,13916,163802,22.899221,7487,119383,86021,12696,2156,9507,8799,1000
206576,12194,9763,235406,15.854787,9239,19703,45412,18705,4553,8057,216687,1000
207743,8032,2922,170297,22.780063,4272,170020,82590,3104,8483,4396,236218,1000
211097,28763,15427,226476,20.183674,8546,15400,83854,18360,7279,5803,227301,1000
213479,7028,10600,45750,9.938611,8354,294573,10972,9321,5953,7731,42252,1000
218311,25897,7574,35768,11.366309,9370,239498,10192,17067,8982,9300,126297,1000
220673,29167,6115,204332,3.542767,6675,115579,98465,4024,3667,1008,136513,1000
223790,24563,6288,193602,6.905044,5129,255650,48075,2108,9365,4480,257727,1000
227075,12518,16183,252792,16.970505,7538,198632,5914,16294,3236,2855,46297,1000
229639,19350,2301,271537,13.638025,8192,198115,19529,358,7718,6801,155684,1000
231854,28124,4406,161344,11.759962,2974,17937,39140,15125,2609,9039,9472,1000
234153,8791,11856,67470,12.456202,7742,88542,96794,12938,5457,3524,228768,1000
239728,3989,18404,149110,15.056814,5005,234956,26805,3380,1058,701,81975,1000
242195,2039,19839,280022,11.077944,1803,52031,31281,15508,9847,6359,92537,1000
243587,17779,17650,120543,13.90646,7957,252385,4406,14936,5791,5637,109601,1000
247264,5349,5602,54542,14.582559,949,293208,2608,9883,6225,629,132486,1000
249425,27310,12953,146996,21.796068,6844,203587,19415,12452,3566,3885,119496,1000
253944,27275,1744,258732,12.551495,4977,184101,53163,17696,1964,1979,184856,1000
255177,21694,1170,137382,21.529011,6720,111324,46922,4387,37,9262,252545,1000
260209,15907,11578,199745,23.763525,9514,250554,12632,6105,3375,7462,65326,1000
263786,13463,12403,106576,15.961739,3973,123960,58232,10986,9149,2382,57575,1000
266773,23985,6432,284263,13.817689,6388,260072,50788,5355,1222,6252,274392,1000
267585,24007,3778,174011,10.170621,8726,98962,21901,17996,4963,1553,29039,1000
270458,14981,17020,224895,13.325298,5882,93609,1333,4886,8590,6589,20974,1000
273819,23086,7315,64623,12.023804,4744,212847,18419,5504,6177,1498,272622,1000
277273,15032,17342,84903,1.229778,1149,241550,41931,922,7154,4733,68558,1000
279903,1005,8335,90078,5.020615,5265,46611,93932,15755,581,2993,288942,1000
284675,4756,3233,9100,9.350646,5657,35563,55546,4701,6413,4191,265933,1000
287728,29647,12799,44962,3.258558,8029,225303,44930,17474,9457,6694,35258,1000
288205,26804,8126,81440,4.085407,5302,94822,97991,13409,6009,8863,186300,1000
291124,16842,3105,295354,19.455439,3043,121427,8086,14616,1106,8391,115877,1000
296465,22711,11662,61614,18.04067,9894,43393,91922,6466,8827,1186,61326,1000
297279,5470,859,217958,16.441658,1419,217231,74427,19372,8179,2128,212678,1000
99,27061,17454,294133,8.405154,4295,260085,16604,33,4320,318,246873,2140.1
3933,7417,7569,278948,3.390749,8243,251851,69845,10157,9451,7150,40731,2634.8
6977,29987,12165,252056,5.919485,227,255746,55149,14612,6863,4047,214913,3153.6
9783,4320,19452,43585,11.850989,1547,98376,84915,8753,9156,8334,126620,2904.3
14344,5516,19696,249697,7.102572,9856,78942,17687,13535,4283,9425,112645,-1
15796,10876,1300,220343,5.322351,1022,182459,100145,19032,8398,9978,57801,2397.1
19064,7737,5456,225281,10.895932,6313,193093,88952,6101,4444,6009,122954,2197.4
22107,28986,16696,248332,1.763568,4597,89868,52236,19631,2044,7962,172882,2797.4
25343,18397,4994,69361,1.216879,7869,197215,15313,1761,7495,5292,125150,2553.2
28675,16386,13825,145609,9.28914,7357,38484,62917,1323,3757,7755,161770,2466
32275,11578,11778,41843,19.50092,601,115245,101469,4529,1226,473,54664,2690.2
33932,2368,2136,196203,6.293439,3722,138663,18720,5396,3404,5679,117852,-1
37331,9572,3320,51832,18.455378,6143,284784,12622,13095,119,3787,270860,2627.9
41070,16910,3857,92061,12.405107,5306,176752,11668,19550,2311,6682,33043,1902.4
44620,28275,15988,140446,17.549274,3841,32400,70961,3635,4009,3666,291395,2641.3
47667,13143,6018,147974,7.570557,2718,47973,39885,643,6296,3918,175987,-1
49494,16620,8913,61551,20.062008,5223,26648,59757,11981,5440,6579,219276,2280
52111,17742,7285,191276,10.692849,7685,35763,93338,7458,2265,2880,231476,2536.1
55849,19428,15406,5061,1.650887,8835,113498,7331,12864,1574,3071,81582,2367.8
57039,14031,3600,173872,15.669743,1425,210132,83051,7949,7271,1642,212875,2557.5
60181,13746,6409,35268,5.605021,4723,298543,57763,19365,3104,7404,69487,1353.2
65731,3732,1421,170895,19.78221,2089,51258,51375,12011,7952,4389,184108,1829.4
66251,4901,2504,80343,5.110648,3062,27975,77491,11395,3659,2551,107034,2799
71179,15106,11846,113042,11.442195,949,18187,13622,12333,3207,8048,277513,2765
74923,25682,4275,2952,16.310404,3242,216981,42476,460,316,8423,218830,2777.7
77286,1358,13330,257385,21.265918,3508,40843,10477,7096,2883,8255,223604,1732.2
78520,455,274,164660,15.876604,6282,269750,89181,8202,5658,1018,50580,2537.5
81393,6498,10367,126226,9.986502,5150,199878,90657,11555,8464,3312,249548,2525.1
86768,20428,1672,98545,21.186042,6828,15927,4789,3498,2534,3407,205142,2798.6
89103,10205,553,298266,16.527218,2266,275366,87934,3989,9796,9527,241915,2753.9
92176,17362,955,159201,2.391376,8046,109871,824,8483,911,9723,80543,2201.8
95107,3010,2699,142170,7.974141,7022,60630,40996,18333,6602,4130,87979,2032.5
96415,21984,3034,274055,5.521622,6932,63997,26029,16600,1131,5504,130092,2786.1
99456,14600,15114,135306,8.984492,3641,143602,36323,8103,7637,725,18654,3012.6
104046,26922,9635,57675,23.541802,182,204454,79627,14137,8613,4699,31565,2291.6
106509,19723,14625,77226,11.594473,439,137950,97792,15799,3022,4805,166827,2989.1
110664,22319,11452,186487,13.249282,508,188759,10138,18443,8051,851,147103,2954.2
111488,4739,1940,204175,13.537872,6517,23940,2476,13721,8140,1538,64682,2460.6
116302,11846,4603,123098,9.511837,791,144910,75601,14800,6411,3512,24261,2721.9
119368,23126,17244,28688,22.184227,2104,219320,40044,11076,8974,8729,295270,2583
120670,10140,789,54115,2.979997,8601,224552,43287,15030,7025,3252,76379,2523.5
124551,24576,8338,286073,22.492849,7413,265007,82860,16799,5249,80,45418,2466.2
126559,29358,7789,194178,12.673686,8122,244875,91833,5726,27,9167,275217,1979
130531,18715,16868,242332,10.476477,7544,286808,23491,5488,4777,118,189744,1957.2
133507,24186,13400,23595,8.190717,9682,167754,50246,10668,8892,1201,195502,2591.3
136499,27915,18499,165816,23.525869,1246,135122,35733,1154,1632,7875,236355,1857.4
140531,23666,18149,156782,3.802179,5552,159107,80527,14430,9562,7531,98836,2803.7
141617,14234,10873,132674,14.134109,1924,263671,65822,1500,5110,1726,4506,4307.7
144543,26628,7177,239417,2.757234,9573,123350,29057,2043,6775,9687,237132,2524.4
149393,9648,15673,25885,20.126924,4668,129780,100883,3127,9636,8613,162292,2643.1
151747,17638,8736,198994,20.567396,1339,172320,85029,8984,1931,5406,203506,2781
155382,14987,18783,131439,18.05279,9207,101321,27877,17480,9327,8826,73160,2594
157122,12197,9800,213195,7.847802,815,8457,94447,16308,6960,6329,180293,2100
159158,27697,5733,202946,21.514136,5644,178590,31570,14229,5337,1119,229787,2537
164821,15451,16519,212265,21.890528,4497,231943,21030,2861,6376,1912,51626,2496.9
167274,6971,14506,17753,4.178414,8318,148344,78033,10203,4525,5167,297654,2135.1
170050,6108,5119,293301,2.372493,1628,78693,45851,4075,232,6894,133745,2885.6
172661,22520,1046,65334,18.925333,2593,154756,68608,17866,2631,6104,36319,2625.6
176788,5752,8086,233153,14.997977,2629,54149,7141,839,5911,8935,253960,2655.9
177671,11100,19395,265542,23.984053,8971,92788,50023,13368,747,2693,17241,1882.4
182398,22922,13136,49336,13.153301,5814,3541,96885,393,7117,2150,260954,3000.2
184731,20201,18922,14995,13.721612,9181,212883,81596,9237,5521,1826,29664,2474.2
186993,13285,14299,235150,7.248708,2388,71454,66714,6257,2449,5768,60838,2272.9
190301,29548,12268,67652,19.331393,7195,270528,38629,9657,3935,4543,209894,2714.8
193108,8,9519,271934,4.739979,1756,119042,30673,15254,1777,2305,22146,1974.3
197607,15810,3763,180401,6.797902,3371,247968,65535,10512,5037,7328,92992,2927.2
198038,20036,17021,73102,16.069833,96,128705,56466,5126,6152,9030,100690,2366.2
201345,18172,10655,150175,19.041665,2415,228312,63901,17212,3317,2011,263705,2540.7
205906,25222,9318,6427,4.606631,9354,6550,9165,3294,8210,4272,142950,2580.9
209321,18953,2392,178928,17.035515,6721,169407,74357,9400,2165,7696,289175,2730.9
212295,6840,18216,37716,22.805447,9987,55171,58974,2389,1868,576,188427,2668
213729,21358,11397,85502,3.58107,1839,83456,86478,4255,3549,4488,152731,2668.8
217034,28605,10,117823,15.34403,9753,289354,33591,11783,2707,2723,198136,2718.3
220521,8485,16087,109195,4.251688,5055,106483,72139,15581,6098,285,84810,2556.7
222465,27396,19901,32660,14.343696,4315,63088,53736,10842,9997,4774,170158,2353.1
227091,12557,17678,176578,1.935689,4905,74076,22252,17716,9879,6963,2814,2750.2
229273,2601,9150,122644,22.852697,8724,45077,67681,15848,412,7278,10938,1313.8
231212,25117,19002,209868,17.151122,7260,152136,46576,6525,7500,3170,225452,2439.4
236709,1070,10079,114749,12.127096,4083,20333,25476,19804,9033,2989,193743,2888.5
237940,1635,11010,101886,9.780894,3426,203009,76377,9819,2984,8508,156863,2290.1
242794,15966,17947,259092,17.621703,6423,189727,24426,13972,5740,5864,135468,2628.7
243949,25883,8471,83438,17.844508,7974,124932,47310,6789,8597,6761,12575,2942.3
246829,685,6925,19726,6.091088,4131,86415,15604,2645,1042,926,103697,2464.6
251492,8110,5841,223629,20.470246,9090,240029,48536,6864,4615,615,283102,2731
254302,4135,4453,88066,14.028231,8505,160283,73597,17116,8796,1330,43724,2743.3
256953,23803,12513,105450,20.839046,391,292546,95348,16091,1370,9849,93733,2412.3
258011,10694,12753,279127,3.175838,9452,276420,62046,9057,1413,7075,139922,2319.6
261694,21012,14123,10645,12.788887,6672,12103,20466,18162,6514,1429,281788,2938.8
265999,21658,6662,94503,9.122864,1123,96509,1790,5934,9252,9320,264679,2012.4
269658,20902,10428,262708,8.645961,5459,253662,61360,18865,4984,5010,267445,2716
270623,12669,5238,45741,14.57628,6069,216192,32055,4799,4148,5323,154785,2301.5
275928,5223,13714,102519,16.796423,8497,183493,37259,7394,853,8126,108878,2744.1
278847,7988,6238,245575,6.595629,7769,241187,44212,16994,3830,2200,178973,2647.3
281204,2037,2977,216940,11.210006,2995,279388,5928,7795,516,9241,287295,1720.7
284579,8841,12804,284154,15.1954,4833,163643,56100,4976,7822,6271,257034,2203.1
286905,9041,4114,288426,22.124298,5704,67789,27120,12687,7732,2480,6179,3093.2
289650,24655,16350,229219,10.357773,3118,236331,34783,12513,7334,6454,68678,2686.1
292350,2864,14863,268429,18.535957,5994,227039,3288,2424,621,4959,114741,2187.3
294752,3371,15292,183891,23.30576,2885,104382,92877,1982,5881,3804,145060,2938.8
298231,26328,7857,155178,1.392666,3974,295198,98327,18737,4800,5989,245451,2490.9
